company_id,conversation_id,message_id,text,intent,should_escalate,relevant_evidence_ids,notes
comcast,72377,72383,[USERNAME] Check it out not a bs thing,,,,
comcast,452373,452374,[USERNAME] K,,,,
comcast,596497,596498,"Day two of waiting for useless [USERNAME] technical support to call back to restore services, and getting nowhere",,,,
comcast,70823,70824,[USERNAME] what is with the Live TV app? I'm 10 feet from my router and content is skipping and stuttering. Unwatchable. 😟,,,,
comcast,571479,571481,"[USERNAME] [USERNAME] [USERNAME] Don't trust your guide, TiVo said there was no SSKickoff last week and there was. This week said there was one and there wasn't.",,,,
comcast,448048,448049,"[USERNAME] also a 30 fucking dollar bounce fee, are y'all KIDDING me",,,,
comcast,2979881,2979883,[USERNAME] [USERNAME] This is the most garbage thing I have ever seen.,,,,
comcast,2911325,2911327,Hey [USERNAME] - who was the genius that thought it was a good idea to remove the RECORD functionality from your Xfinity iPhone TV remote App? Everyone I know uses that functionality. Time for a new service provider I guess. Even your Tier3 tech I just spoke to thought it was dumb,,,,
comcast,474736,474737,[USERNAME] really!!! In the middle of a fucking game!!!! You idoits!!,,,,
comcast,2857768,2857769,"not cool, [USERNAME] https://t.co/lrtOeYQezE",,,,
comcast,527255,527259,[USERNAME] Been in US 1 year. I'd hope that's enough time to get a code worked out 😕. Any help appreciated.,,,,
comcast,2821411,2821412,Fuck [USERNAME] and there shitty fucking customer service and the half assed techs that are lazy as fuck.,,,,
comcast,471730,471732,"[USERNAME] [USERNAME] It happens to me way too often, idk why, or anything, but I'm so irritated, wish I could switch for something better, but my area doesn't have much for speeds...",,,,
comcast,2833924,2833925,[USERNAME] I contacted support and it’s working,,,,
comcast,1912544,1912551,Holy shit Comcast is fucking trash,,,,
comcast,1491200,1491206,"🏀Pelicans @ Dubs ⏰ #WarriorsPregameLive NOW 📺 NBC Sports Bay Area 💻 https://t.co/zBgsXOuiWf 📱 NBC Sports App 📍The Town, CA https://t.co/EFkvSMX49I",,,,
comcast,554383,554384,[USERNAME] when are you going to start servicing our area?,,,,
comcast,589002,589006,[USERNAME] All good. Have a good day!,,,,
comcast,2986650,2986651,[USERNAME] ...on the regular! https://t.co/UkiIDIJSY2,,,,
comcast,2934932,2934933,"[USERNAME] Well shit, I had time in that last 1% to make my self a sandwich. Yum, but also wtf. Get it together [USERNAME]",,,,
comcast,465335,465336,"[USERNAME] #mobile_CareXI internet is down, again.",,,,
comcast,2946524,2946526,"Bill increased $100. Called to reduce, guy offered a promo and literally said ""you'll keep exact TV package you have now."" Tried to watch football that night and ESPN was gone. Tried to resolve with chat, no help. Kept trying to sell trip play pkg. 2hrs wasted so far 🤮[USERNAME]",,,,
comcast,502816,502817,[USERNAME] Waiting for message verification!!!!,,,,
comcast,2983936,2983937,"If you get [USERNAME] you won’t have to deal with underpaid or international customer service. Because no matter who you call, they just won’t pick up anyway. 😄",,,,
comcast,471742,471744,[USERNAME] Why are you injecting your own unsolicited content into websites? This should be illegal! https://t.co/Fy5C2JxL90,,,,
comcast,491069,491070,[USERNAME] Internet extremely slow.,,,,
comcast,2864343,2864344,[USERNAME] When will I be able to set scheduled recordings from the PHONE APP again?? This needs to be resolved or I will cancel subscription.,,,,
comcast,564667,564669,"[USERNAME] the ultimate irony in a twitter handle. Should @[PHONE] hours on the phone to cancel HBO. F your bundles, F your phones. Jesus Christ.",,,,
comcast,2956605,2956606,[USERNAME] [USERNAME] nice job burying that wire... https://t.co/WCPG7nULoy,,,,
comcast,576326,576328,I look at my bill for this month... SAME FULL AMOUNT. Why does [USERNAME] hate me?,,,,
comcast,104500,104501,"[USERNAME] [USERNAME] what is ""leaking internet""? Why are the reps at your 844 # so rude?",,,,
comcast,2943945,2943946,[USERNAME] This doesn't feel like a personal response.. sliding into the DM's is personal. Also if I am on the phone with customer service.. why are you insisting you are better? #woke,,,,
comcast,2859309,2859312,[USERNAME] [USERNAME] [USERNAME] https://t.co/HQoHDmCxyR,,,,
comcast,2850179,2850180,Is anyone else reporting [USERNAME] outage on [USERNAME] [USERNAME] ?,,,,
comcast,1667433,1667434,[USERNAME] your internet Is being booty. YouTube won't even play.,,,,
comcast,2925292,2925293,[USERNAME] your internet service is so bad I can't connect to your online chat to troubleshoot your internet service. Can I get the $100 a month I pay you back please,,,,
comcast,2920946,2920947,[USERNAME] Help. The outage here was supposed to be resolved. My t.v. and internet have been down half the day!!!!,,,,
comcast,533748,533750,"[USERNAME] [USERNAME] I have not been assisted at ALL!! [USERNAME] , [USERNAME] [USERNAME] says it's your fault! Help",,,,
comcast,568132,568136,[USERNAME] I reset it numerous times and it still doesn’t work,,,,
comcast,548964,548965,"[USERNAME] #mobile_Care Why is it so hard to get a hold of an agent?! I’m now trying, for a 3rd time, to get an agent to call me back regarding my suddenly higher cable bill...",,,,
comcast,66275,66276,Check out my [USERNAME] result! How fast is your internet? https://t.co/TojAHLm5Yo. Hey [USERNAME] is this what I am paying all this $$ for?,,,,
comcast,2904607,2904608,"[USERNAME] #mobile_CareXI Great speeds, awful reliability. I’m done.",,,,
comcast,2968665,2968666,Cable/internet out...again. Twister it is! #damnoutage #comcast #dobettercomcast,,,,
comcast,2933348,2933350,[USERNAME] Thanks pressing right works perfectly* Thank You again,,,,
comcast,555669,555670,[USERNAME] our internet is down again at home. Nice,,,,
comcast,2987579,2987580,[USERNAME] can we get some technicians in Bloomington Indiana !! I can't even connect to my own wifi,,,,
comcast,100737,100738,"[USERNAME] It's ok, I talked to your phone support people. They officially don't care, and four hours being a short disruption is their official line.",,,,
comcast,2911241,2911242,[USERNAME] the internet is slowing down and eventually shutting down EVERY night. What could the problem be? It's been going on for weeks. Techs won't come out that late.,,,,
comcast,67973,67974,[USERNAME] #mobile_Care no internet all day yet I’m still expected to pay for service...,,,,
comcast,2969801,2969804,[USERNAME] The xfinity stream app isn’t giving me a record option. I swear I recorded something from my phone last week. Am I missing something?,,,,
comcast,589034,589035,Why I’m m canceling #xfinity: Expensive internet should not be more than 35$ a month; surf endless blocked channels to watch the few my package has; and I cannot chose channels a la cart. I am paying [USERNAME] lot of $$$ to waste time watching things I don’t need or want.,,,,
comcast,2962219,2962222,[USERNAME] Then my internet glitches.. I'm pretty sure I've had one channel for months but I be too busy to call and cuss y'all tf out. Then y'all set appointments for your whack ass service technicians to put a note on the door you weren't home.. we watched you not knock tho 😂😂,,,,
comcast,2633337,2633338,[USERNAME] what’s going on with your Filipino channel?!,,,,
comcast,494443,494444,thanks for trying to scam me again & helping me cut the cord NEVER AGAIN [USERNAME] #boycottcomcast #boycottxfinity,,,,
comcast,2633325,2633326,[USERNAME] 2nd no show service appointment in last two days. Unresolved issues since last Wednesday. How can you just not show up? Thirty year customer but no longer.,,,,
comcast,2846820,2846822,When your internet says it's connected but it just doesn't work and it's probably the fifth time in 3 weeks. Is there something I should know about or? [USERNAME],,,,
comcast,491071,491076,"[USERNAME] Trying to set recording on my DVR from my phone app and my PC but all I get is ""WATCH"" not the record option. ??",,,,
comcast,1426620,1426632,[USERNAME] Instead I’m treated like a mouth-breathing moron who isn’t as smart as the almighty customer service rep.,,,,
comcast,514416,514417,Finally getting why everyone hates [USERNAME] . Workers no-showed me (for the second time) and now being told you don't even have a permit to start. Why did you say you'd come to work? Why did you ask me to stay home to help test?,,,,
comcast,544792,544794,[USERNAME] Hi comcast is there an outage in my area of Jacksonville? My internet hasnt worked for almost a day,,,,
comcast,2934127,2934128,Seriously [USERNAME]......every 5 minutes my tv cuts off. You will be getting an earful from me tomorrow. 😡😡,,,,
comcast,102382,67988,[USERNAME] [USERNAME] [USERNAME] [USERNAME] Your receiver probably is due for an upgrade.,,,,
comcast,2961016,2961017,.[USERNAME] I have been noticing significant packet loss over the past few days. Modem and router have been restarted multiple times to no avail. Please advise as this has been an ongoing problem for weeks and impacts my ability to work.,,,,
comcast,2912787,2912788,"Hi [USERNAME], why can't I see my data usage when I login? It says ""The usage meter is not available for your account at this time.""",,,,
comcast,543354,543355,"[USERNAME] is it true that when we have an internet outage (like now in CT) that we are unable to use our x1 box to watch tv? I can't change channels and just get a message that ""we're having trouble connecting to the x1 platform""",,,,
comcast,2956576,2956577,[USERNAME] #mobile_Care my service went out at 1030 today. Told an outage in the area now call back and told no outage and Service will cost $60. Very upset.,,,,
comcast,2865779,2865780,"Update: [USERNAME] still hasn't fixed cable/internet, was told a supervisor would call me back later tonight, I love getting a chance to talk about supply inelasticity and a decrease in consumer demand #comtrash",,,,
comcast,2816907,2816908,[USERNAME] Ball's in your court ......,,,,
comcast,104502,104506,[USERNAME] just wondering why an emergency signal test runs then stays on so I have to reset my show on the xfinity tv pc app. When I hit resume it starts from the beginning instead of where i was at? Kind of seems pointless to have resume if it doesn’t work,,,,
comcast,2846815,2846816,"[USERNAME] is down at our house for a predicted time of 4 hours. It's Monday and husband works from home. Bad start to the week. To top it off, it's Cyber Monday!",,,,
comcast,2666378,2666379,[USERNAME] Or you could just send a link to the solution: https://t.co/ncHRTMhv3T,,,,
comcast,2815210,2815211,Wi-Fi won’t work or SLOW.Turn Wi-Fi off; noprob w celldata. [USERNAME] [USERNAME] [USERNAME] Checkd speed; lower than shouldbe but grandfathrd plan don’t offer now; ‘must’ upgrade more expensive plan. Asked 4 speed paying 4. Nope. Wi-Fi then worked great 2 weeks. Time 4 MetroNet?,,,,
comcast,515610,515611,[USERNAME] #mobile_Care Outage in west Nashville since 730am No staus updates no news what's going on?,,,,
comcast,2929924,2929925,"[USERNAME] Why the switch from port-forwarding in the admin panel to this new ""My xFi""? Literally having nothing but problems with it whereas the admin panel never gave me this much trouble. Have you ever heard of the phrase ""If it isn't broken, don't fix it""?",,,,
comcast,2881077,2881078,[USERNAME] when will I receive the fucking service I pay for?? Internet is always down or if not the cable or both... shit is rediculous,,,,
comcast,602911,602912,"PSA: Never ever ever ever ever EVER switch to [USERNAME] [USERNAME]. I never thought I would be so angry at a company that I would actually cry, but Comcast changed that today.",,,,
comcast,455798,455799,[USERNAME] [USERNAME] This is not expectable for what we’re paying. And now you want to giff us with sneaking with the FCC? https://t.co/uiJ1hppOI5,,,,
comcast,1491207,1491208,Freaking #comcast is still at my house at 9pm! Would have been nice if you had been #ontime,,,,
comcast,2961044,2961045,Internet went out just as I got a $50 donation on stream.... thanks for costing me money [USERNAME],,,,
comcast,492733,492734,[USERNAME] over here getting an early start on that throttling,,,,
comcast,593003,593004,Officially done with [USERNAME] [USERNAME]. After dealing with 5 diff ppl & 5 diff answers I’m still getting screwed after years of loyalty.,,,,
comcast,550184,550185,[USERNAME] Suffering some sort of outage here...?,,,,
comcast,2928279,2928280,[USERNAME] [USERNAME] [USERNAME] [USERNAME] someone please explain to me why the Cleveland Cavaliers game is blacked out for me when I live in PITTSBURGH!!!! Comcast I think this is your fault. Help. https://t.co/ziAsachZAH,,,,
comcast,106701,106703,[USERNAME] Having an outage?,,,,
comcast,2700214,2700216,Please contact me through my email Comcast address. https://t.co/FapeerMkGZ,,,,
comcast,1912555,1912556,how does [USERNAME] manage to screw up my bill every month. it’s wild.,,,,
comcast,2850202,2850203,[USERNAME] my cable box started smoking and sparking randomly this morning. Y’all got some new special Fx going on?,,,,
comcast,2666374,2666375,[USERNAME] I meant re sent.,,,,
comcast,547401,547402,[USERNAME] [USERNAME] [USERNAME] working on that now! thanks,,,,
comcast,466991,466992,[USERNAME] #mobile_Care. The NHL channels (see 459) are jittery,,,,
comcast,471814,471815,[USERNAME] several episodes of The Flash were not put On Demand. Any idea why?,,,,
comcast,568158,568161,[USERNAME] [USERNAME] I love it when my internet drops EVERY FUCKING morning at 2 am while i'm streaming,,,,
comcast,1795363,1795366,[USERNAME] [USERNAME] I would love to have your service as well I was told today from hughes net that I should find service else where,,,,
comcast,538208,538209,[USERNAME] I figured it out but thank you for responding! That's great!,,,,
comcast,2859295,2859296,[USERNAME] My service is currently down and my rates have increased over 10% in the last couple months. I'd like a credit on my next bill.,,,,
comcast,502889,502902,So...I’ve literally been on the phone with [USERNAME] ALL DAY! Since 10am. It’s 2:28pm right now.,,,,
comcast,1698656,1698663,"[USERNAME] I was told verbally it was escalated and was refused an email confirming. Never been to IA, your systems should of alerted like CCards do.",,,,
comcast,563675,563676,"[USERNAME] my internet service was running slow and then died completely today and now my modem won't connect at all, i tried unplugging it for 5 minutes and plugging it back in, no luck.",,,,
comcast,2958196,2958200,[USERNAME] Thank you but not everything is available on demand. Is the feature available on laptop/computer?,,,,
comcast,2911351,2911352,[USERNAME] Thanks for the good help [USERNAME] https://t.co/AikD2KrUvG,,,,
comcast,533709,533710,Why does my internet keep going out bro fucking comcast man. No way maintenence would make me go offline more than one time.,,,,
comcast,2870337,2870338,[USERNAME] company name should be #Suckfinity #customerserviceisnonexistant,,,,
comcast,502873,502886,NO SERVICE IS BAD SERVICE [USERNAME] [USERNAME] [USERNAME],,,,
comcast,2839517,2839518,[USERNAME] cable is out.......again...🤨,,,,
comcast,2970946,2970947,Glad I pay [USERNAME] extra each month for the [USERNAME] so I can see a documentary and watch a repeating loop of elevator music on the 2 alternate channels.,,,,
comcast,2870353,2870354,Just wanna send out a shout to [USERNAME] for promising to call tonight to set up a service call and for not calling! You guys rock!! Your India call service blows too! Tells me it’s something I did to modem. Tv works but no internet & it’s my fault! FU! #verizon 4 new service!,,,,
comcast,2951860,2951861,[USERNAME] hello - i got hit with a double bill despite cancelling my service and returning my equipment - can someone pls advise?,,,,
comcast,569755,569756,"god dammit comcast, literally a tech came yesterday and my internet went to shit again today",,,,
comcast,2868080,2868081,[USERNAME] [USERNAME] This was the best option. Why would you take this option off. Is there anyway to get it back and what reason was it removed 🙁,,,,
comcast,2968659,452925,"[USERNAME] We definitely allow for dual-streaming, so that would be cool too. Have a good one 👍",,,,
comcast,563646,563647,This is the stuff I have been dealing with constantly for over a month. Who do I blame. [USERNAME] [USERNAME] [USERNAME] #twitchhelp https://t.co/zP03RF4Nr4,,,,
comcast,2844862,2844863,[USERNAME] One day.....just one day I'd like to go without my internet dropping or my tv cable box freezing up. #1stworldproblems,,,,
comcast,2819595,2819596,[USERNAME] #mobile_CareXI Avondale/Logan Square area in Chicago having an outage for internet,,,,
comcast,2879314,2879315,[USERNAME] hey there. Please fix internet. DM me,,,,
comcast,587631,587632,[USERNAME] Ok,,,,
comcast,2874599,2874600,[USERNAME] [USERNAME] That is terrible. A heads up would have been nice as I used that feature a lot.,,,,
comcast,2846788,2846792,"[USERNAME] Can you share when maintenance will be complete in downtown Nashville, per the alert posted in our accounts?",,,,
comcast,2911243,2911244,Why do y’all keep cutting my WiFi off during the day!??? Do maintenance at 3 am or something! WTF [USERNAME] [USERNAME] [USERNAME] [USERNAME],,,,
comcast,564656,564659,"Ok I called in the order for #UFC218 , the agent assured me it would work this time... This is your last chance [USERNAME] [USERNAME]",,,,
comcast,1912559,1912560,[USERNAME] it got fixed fam. thanks tho😉🤘,,,,
comcast,2856188,2856189,[USERNAME] trying to set up my modem but there are now outages in my area (southern NJ). I work from home and depend on the internet. Was is the status with the outages?,,,,
comcast,474746,474747,[USERNAME] your guys service fucking sucks.,,,,
comcast,1555249,1555250,[USERNAME] I get tons of promises but no resolution for my Billing issues ... what’s up with that?,,,,
comcast,562553,562554,.[USERNAME] I have spent 1 hour and 40 minutes trying to get a simple issue resolved. What gives? You are making a great case for switching providers right now,,,,
comcast,569757,569758,[USERNAME] #mobile_Care,,,,
comcast,2844855,2844856,[USERNAME] Sent,,,,
comcast,2918371,2918375,[USERNAME] How come I had 5 different sales associate call me & they all have given me 5 different prices for the same package? #Comcast,,,,
comcast,2936437,2936441,[USERNAME] [USERNAME] [USERNAME] Comcast reps are horrible,,,,
comcast,2844860,2844861,"[USERNAME] If my call was ACTUALLY important to you, I wouldn’t still be waiting on HOLD after 30 minutes. #comcastsucks #theworst",,,,
comcast,512033,512034,[USERNAME] [USERNAME] Everyone is having this problem why can’t you just fix the damn internet already [USERNAME],,,,
comcast,2964847,2964850,[USERNAME] [USERNAME] I’m obsessed with mine lmao. You need it,,,,
comcast,1667446,2220604,[USERNAME] [USERNAME] tell me.... how will my internet work when my internet is down?,,,,
comcast,2979889,2979893,[USERNAME] [USERNAME] Try it on the NBC sports app,,,,
comcast,563653,563654,You can see why [USERNAME] is going to kill [USERNAME] if you’ve ever tried to fast forward through a commercial using the Comcast DVR. Rather have a colonoscopy.,,,,
comcast,524387,524392,"Should say ""All part of our commitment to SCREWING YOU OVER."" F-U [USERNAME] [USERNAME] We already pay TWICE what others pay for LESS. https://t.co/jsrFdZUXKl",,,,
comcast,2983903,2983905,Connection speed on my laptop vs my phone. Either my computer is dying or something at [USERNAME] is acting weird. https://t.co/s1RRhuXo7R,,,,
comcast,577485,577486,[USERNAME] #mobile_CareXI I've been having dropped and slow connections for many hours a day since Wednesday. This is for TV/Internet. San Francisco.,,,,
comcast,2859297,2859299,"[USERNAME] Don't know what a DM is, only signed up because it was the only way to contact other than callin. Quincy township, buttermilk road, Franklin county, Pa, USA. No internet, no telephone, no television yet again, all day. But I pay full for each month as u expect. What can I expect?",,,,
comcast,2220595,2220596,[USERNAME] I was being facetious. I know it's not possible to install anything within the next three hours. But I'm in zip code 34237 if you want to play along.,,,,
comcast,2925256,2925257,"[USERNAME] Internet in Downtown San Jose 95112 has been intermittent/slow for THREE DAYS now, any updates? Every time I call they say it is a confirmed outage and a technician is out here and will take two more hours? Seems widespread, neighbors have probs too.",,,,
comcast,104519,104522,"I hate [USERNAME] let's limited my data and when you call to pay more a month for what you already had, you get transfered and have to wait for a callback #wtf [USERNAME] help!",,,,
comcast,2911340,2911341,[USERNAME] All there.,,,,
comcast,2856181,2856183,[USERNAME] please explain to me why I am paying monthly for a 75 mbps download and this is what I am getting; yet you claim you do not throttle speeds https://t.co/1MRzmt1ftb,,,,
comcast,2865773,2865774,[USERNAME] why does the WiFi always go in and out in canton? What’s going on with the service around here?!? 📱💻🖥,,,,
comcast,2987615,2987616,[USERNAME]: #mobile_CareXI Why isn't my internet working?,,,,
comcast,564677,564679,[USERNAME] Is the ability to schedule DVR recordings from the Xfinity site gone?,,,,
comcast,515612,515614,"But really, the decision is not a customer focused one. Customers should be able to use Xfinity Stream.",,,,
comcast,531075,531076,"[USERNAME] I set my DVR to record Hey Arnold the jungle movie tonight and it was never recorded! I’ve had this problem before, I’ve set a recording multiple times for different 30 for 30 docs and it doesn’t record!",,,,
comcast,66302,66303,[USERNAME] #mobile_CareXI my wifi keeps going in and out.,,,,
comcast,2899972,2899973,[USERNAME] Why would You trove that function? We travel a lot and use that function when while we’re away.,,,,
comcast,569775,569776,"[USERNAME] #mobile_Care Hello, I've been out of service since 4pm and it is now 9pm (central). It stated earlier this afternoon it would be 3 hours, I have watched it count down to will be fixed soon, well now it's back at 3 hours. This is getting ridiculous. #frustrated #ugh",,,,
comcast,458209,458210,[USERNAME] I did a system refresh which took 20 minutes. Longer than your “may take up to 10 minutes”,,,,
comcast,2933346,2933347,These people are full of shit! [USERNAME],,,,
comcast,590404,590405,[USERNAME] #mobile_Care Do we get a discount on our cable and cable internet when it doesn’t work for several hours #comcast,,,,
comcast,498018,498020,"[USERNAME] technicians are at my house so much, I might as well just rent them a room in my basement.😩 🤬 #Ugh #2YearsOfComcastIssuesAndCounting #NeedOtherInternetOptionsInMyNeighborhood!",,,,
comcast,572742,572743,[USERNAME] #mobile_CareXI internet is down,,,,
comcast,2959804,2959805,"[USERNAME] [USERNAME] If you google, it's because Comcast lost lawsuit about the patent to record a show from a mobile device. Soooooo stupid.",,,,
comcast,2536164,2536165,C'mon [USERNAME] get your shit together..,,,,
comcast,2819611,2819613,[USERNAME] #mobile_CareXH Having problems connecting my internet and my tv service.,,,,
comcast,547378,547379,[USERNAME] my bill has jumped significantly this month. Can you please have someone check for new promotions I can get.,,,,
comcast,573434,573435,"[USERNAME] I was told that my bill would not change for 1 year, but this month my bill increased already ?? What’s going on ?",,,,
comcast,494452,494453,[USERNAME] your service stinks. Cable keeps cutting out. Fix this shit! Flynn coverage is on!!!!!,,,,
comcast,455794,455797,[USERNAME] [USERNAME] Move to PA we don't get that nonsense in the land of Comcast,,,,
comcast,507726,507729,I've been on hold for 2.5 hours trying to set up services w/ [USERNAME] bc that's all base allows. Not off to a good start🙃,,,,
comcast,568126,568127,[USERNAME] #mobile_Care can you send a refresher signal to my router 13mbs 👀I need 75,,,,
comcast,574324,574333,[USERNAME] why can't I add recordings through the Stream app anymore?,,,,
comcast,502868,502870,[USERNAME] [USERNAME] on phone for 63 min. No help. Was told price was valid for 24 months now bill $60 more after 12 months. Maybe I should go back to [USERNAME],,,,
comcast,589008,589009,[USERNAME] #mobile_Care my picture keeps intermittently freezing and resetting like the signal isn’t strong enough. This didn’t happen with the old box we had before.,,,,
comcast,502841,502843,"I hate, hate, HATE [USERNAME]/[USERNAME] to the xfinitieth power. You couldn’t pay me enough $ to recommend you to my worst enemy. #npsScore0",,,,
comcast,551488,551492,[USERNAME] It would be tremendous if you can solve this problem for me.,,,,
comcast,2666349,2666350,[USERNAME] #mobile_Care My internet has been down for the last few hours. I have tried to call and chat with no luck getting connected. When can I expect my service to be back up?,,,,
comcast,461798,461799,[USERNAME] [USERNAME] Did you guys hire hollywood writers to make up these lines? https://t.co/6vD9L6Mz1u,,,,
comcast,530198,530199,[USERNAME] your internet service is garbage,,,,
comcast,2912777,2912778,[USERNAME] I’M SO TIRED OF POOR CUSTOMER SERVICE. I’VE CALLED CUSTOMER SERVICE NUMEROUS TIMES TO TRANSFER A CREDIT FROM MY OLD ACCOUNT TO MY NEW ACCOUNT AND ALL I’M TOLD IS LIES. WHEN MY CONTRACT IS UP I’M DONE🤬,,,,
comcast,471773,471774,[USERNAME] your internet is garbage I can’t wait until [USERNAME] offers uverse in my area to switch.,,,,
comcast,2846797,2846798,[USERNAME] Yes just sent,,,,
comcast,2859307,2859308,#comcast overcharging for the third month in a row. shocker. #perpetualfail where are you #googlefiber?,,,,
comcast,576333,576335,No one buy [USERNAME] .. Worst connection of em all,,,,
comcast,2666394,2666395,"[USERNAME] my cable and internet are out. Tried rebooting from Comcast app, still broken. Please help",,,,
