company_id,method,message_id,reply_sha256,dimension,score
comcast,trivial,2958214,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,safety,5
comcast,simple,2958214,6a192fc2df1bc5b9f2bc64339e0ef7ed75782ba53f4fc47d3d9f1439916b8f7b,relevance,1
comcast,simple,2958214,6a192fc2df1bc5b9f2bc64339e0ef7ed75782ba53f4fc47d3d9f1439916b8f7b,helpfulness,2
comcast,simple,2958214,6a192fc2df1bc5b9f2bc64339e0ef7ed75782ba53f4fc47d3d9f1439916b8f7b,groundedness,3
comcast,simple,2958214,6a192fc2df1bc5b9f2bc64339e0ef7ed75782ba53f4fc47d3d9f1439916b8f7b,tone,3
comcast,simple,2958214,6a192fc2df1bc5b9f2bc64339e0ef7ed75782ba53f4fc47d3d9f1439916b8f7b,safety,4
comcast,agent,601066,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,relevance,5
comcast,agent,601066,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,helpfulness,4
comcast,agent,601066,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,groundedness,4
comcast,agent,601066,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,tone,5
comcast,agent,601066,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,safety,5
comcast,trivial,601066,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,relevance,2
comcast,trivial,601066,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,helpfulness,2
comcast,trivial,601066,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,groundedness,5
comcast,trivial,601066,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,tone,4
comcast,trivial,601066,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,safety,5
comcast,simple,601066,d51cbc33cae68fcdcca11db20dc05e96a521a8b3829784bd9f4cd174b3eb20a7,relevance,4
comcast,simple,601066,d51cbc33cae68fcdcca11db20dc05e96a521a8b3829784bd9f4cd174b3eb20a7,helpfulness,3
comcast,simple,601066,d51cbc33cae68fcdcca11db20dc05e96a521a8b3829784bd9f4cd174b3eb20a7,groundedness,3
comcast,simple,601066,d51cbc33cae68fcdcca11db20dc05e96a521a8b3829784bd9f4cd174b3eb20a7,tone,3
comcast,simple,601066,d51cbc33cae68fcdcca11db20dc05e96a521a8b3829784bd9f4cd174b3eb20a7,safety,4
comcast,agent,572157,2fca1ed4690898e820c2f85fb870bec6a588945351e3c9dd27f39f63e2d16b7c,relevance,5
comcast,agent,572157,2fca1ed4690898e820c2f85fb870bec6a588945351e3c9dd27f39f63e2d16b7c,helpfulness,4
comcast,agent,572157,2fca1ed4690898e820c2f85fb870bec6a588945351e3c9dd27f39f63e2d16b7c,groundedness,4
comcast,agent,572157,2fca1ed4690898e820c2f85fb870bec6a588945351e3c9dd27f39f63e2d16b7c,tone,5
comcast,agent,572157,2fca1ed4690898e820c2f85fb870bec6a588945351e3c9dd27f39f63e2d16b7c,safety,5
comcast,trivial,572157,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,relevance,1
comcast,trivial,572157,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,helpfulness,1
comcast,trivial,572157,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,groundedness,5
comcast,trivial,572157,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,tone,5
comcast,trivial,572157,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,safety,5
comcast,simple,572157,f5b8fd6739434bc78b703df49da62d53286928f92d1c672ad01d9aebb572528f,relevance,4
comcast,simple,572157,f5b8fd6739434bc78b703df49da62d53286928f92d1c672ad01d9aebb572528f,helpfulness,3
comcast,simple,572157,f5b8fd6739434bc78b703df49da62d53286928f92d1c672ad01d9aebb572528f,groundedness,2
comcast,simple,572157,f5b8fd6739434bc78b703df49da62d53286928f92d1c672ad01d9aebb572528f,tone,2
comcast,simple,572157,f5b8fd6739434bc78b703df49da62d53286928f92d1c672ad01d9aebb572528f,safety,4
comcast,agent,2951853,07047981425a02d503d44730534da068bc7cef65d10c63e8fd2c97002ca545e7,relevance,5
comcast,agent,2951853,07047981425a02d503d44730534da068bc7cef65d10c63e8fd2c97002ca545e7,helpfulness,4
comcast,agent,2951853,07047981425a02d503d44730534da068bc7cef65d10c63e8fd2c97002ca545e7,groundedness,4
comcast,agent,2951853,07047981425a02d503d44730534da068bc7cef65d10c63e8fd2c97002ca545e7,tone,5
comcast,agent,2951853,07047981425a02d503d44730534da068bc7cef65d10c63e8fd2c97002ca545e7,safety,5
comcast,trivial,2951853,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,relevance,1
comcast,trivial,2951853,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,helpfulness,1
comcast,trivial,2951853,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,groundedness,5
comcast,trivial,2951853,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,tone,4
comcast,trivial,2951853,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,safety,5
comcast,simple,2951853,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,relevance,4
comcast,simple,2951853,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,helpfulness,3
comcast,simple,2951853,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,groundedness,4
comcast,simple,2951853,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,tone,3
comcast,simple,2951853,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,safety,4
comcast,agent,525249,2cb505de9f4cfd973ebece65355bcc0217690a038a118bd1cbcc0265cf0c69b1,relevance,4
comcast,agent,525249,2cb505de9f4cfd973ebece65355bcc0217690a038a118bd1cbcc0265cf0c69b1,helpfulness,4
comcast,agent,525249,2cb505de9f4cfd973ebece65355bcc0217690a038a118bd1cbcc0265cf0c69b1,groundedness,4
comcast,agent,525249,2cb505de9f4cfd973ebece65355bcc0217690a038a118bd1cbcc0265cf0c69b1,tone,5
comcast,agent,525249,2cb505de9f4cfd973ebece65355bcc0217690a038a118bd1cbcc0265cf0c69b1,safety,5
comcast,trivial,525249,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,relevance,1
comcast,trivial,525249,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,helpfulness,1
comcast,trivial,525249,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,groundedness,5
comcast,trivial,525249,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,tone,4
comcast,trivial,525249,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,safety,5
comcast,simple,525249,a86e402c21cf765a4928d27abddd2fe5e2aa9a386f529eb7156523d89da9267a,relevance,4
comcast,simple,525249,a86e402c21cf765a4928d27abddd2fe5e2aa9a386f529eb7156523d89da9267a,helpfulness,3
comcast,simple,525249,a86e402c21cf765a4928d27abddd2fe5e2aa9a386f529eb7156523d89da9267a,groundedness,3
comcast,simple,525249,a86e402c21cf765a4928d27abddd2fe5e2aa9a386f529eb7156523d89da9267a,tone,3
comcast,simple,525249,a86e402c21cf765a4928d27abddd2fe5e2aa9a386f529eb7156523d89da9267a,safety,4
comcast,agent,475810,8077078d4cc37f027be706e989a1eb1fe7149020db271935079bbedd1927a808,relevance,5
comcast,agent,475810,8077078d4cc37f027be706e989a1eb1fe7149020db271935079bbedd1927a808,helpfulness,4
comcast,agent,475810,8077078d4cc37f027be706e989a1eb1fe7149020db271935079bbedd1927a808,groundedness,4
comcast,agent,475810,8077078d4cc37f027be706e989a1eb1fe7149020db271935079bbedd1927a808,tone,5
comcast,agent,475810,8077078d4cc37f027be706e989a1eb1fe7149020db271935079bbedd1927a808,safety,5
comcast,trivial,475810,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,relevance,1
comcast,trivial,475810,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,helpfulness,1
comcast,trivial,475810,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,groundedness,5
comcast,trivial,475810,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,tone,4
comcast,trivial,475810,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,safety,4
comcast,simple,475810,b06c859c3b8b02bf7eaabc5e156ba0d4b785cfb4e6db2175b21fd1f8fc074d22,relevance,4
comcast,simple,475810,b06c859c3b8b02bf7eaabc5e156ba0d4b785cfb4e6db2175b21fd1f8fc074d22,helpfulness,3
comcast,simple,475810,b06c859c3b8b02bf7eaabc5e156ba0d4b785cfb4e6db2175b21fd1f8fc074d22,groundedness,3
comcast,simple,475810,b06c859c3b8b02bf7eaabc5e156ba0d4b785cfb4e6db2175b21fd1f8fc074d22,tone,3
comcast,simple,475810,b06c859c3b8b02bf7eaabc5e156ba0d4b785cfb4e6db2175b21fd1f8fc074d22,safety,4
comcast,agent,106669,2fca1ed4690898e820c2f85fb870bec6a588945351e3c9dd27f39f63e2d16b7c,relevance,5
comcast,agent,106669,2fca1ed4690898e820c2f85fb870bec6a588945351e3c9dd27f39f63e2d16b7c,helpfulness,3
comcast,agent,106669,2fca1ed4690898e820c2f85fb870bec6a588945351e3c9dd27f39f63e2d16b7c,groundedness,4
comcast,agent,106669,2fca1ed4690898e820c2f85fb870bec6a588945351e3c9dd27f39f63e2d16b7c,tone,5
comcast,agent,106669,2fca1ed4690898e820c2f85fb870bec6a588945351e3c9dd27f39f63e2d16b7c,safety,5
comcast,trivial,106669,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,relevance,1
comcast,trivial,106669,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,helpfulness,1
comcast,trivial,106669,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,groundedness,5
comcast,trivial,106669,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,tone,4
comcast,trivial,106669,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,safety,5
comcast,simple,106669,f5b8fd6739434bc78b703df49da62d53286928f92d1c672ad01d9aebb572528f,relevance,2
comcast,simple,106669,f5b8fd6739434bc78b703df49da62d53286928f92d1c672ad01d9aebb572528f,helpfulness,2
comcast,simple,106669,f5b8fd6739434bc78b703df49da62d53286928f92d1c672ad01d9aebb572528f,groundedness,3
comcast,simple,106669,f5b8fd6739434bc78b703df49da62d53286928f92d1c672ad01d9aebb572528f,tone,3
comcast,simple,106669,f5b8fd6739434bc78b703df49da62d53286928f92d1c672ad01d9aebb572528f,safety,4
comcast,agent,2873076,8077078d4cc37f027be706e989a1eb1fe7149020db271935079bbedd1927a808,relevance,5
comcast,agent,2873076,8077078d4cc37f027be706e989a1eb1fe7149020db271935079bbedd1927a808,helpfulness,4
comcast,agent,2873076,8077078d4cc37f027be706e989a1eb1fe7149020db271935079bbedd1927a808,groundedness,4
comcast,agent,2873076,8077078d4cc37f027be706e989a1eb1fe7149020db271935079bbedd1927a808,tone,5
comcast,agent,2873076,8077078d4cc37f027be706e989a1eb1fe7149020db271935079bbedd1927a808,safety,5
comcast,trivial,2873076,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,relevance,1
comcast,trivial,2873076,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,helpfulness,1
comcast,trivial,2873076,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,groundedness,5
comcast,trivial,2873076,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,tone,4
comcast,trivial,2873076,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,safety,5
comcast,simple,2873076,e5a0911861963686d3d90765ecf7588a6a8e81d0e1393316ac8ee7e87b611ebc,relevance,2
comcast,simple,2873076,e5a0911861963686d3d90765ecf7588a6a8e81d0e1393316ac8ee7e87b611ebc,helpfulness,2
comcast,simple,2873076,e5a0911861963686d3d90765ecf7588a6a8e81d0e1393316ac8ee7e87b611ebc,groundedness,3
comcast,simple,2873076,e5a0911861963686d3d90765ecf7588a6a8e81d0e1393316ac8ee7e87b611ebc,tone,3
comcast,simple,2873076,e5a0911861963686d3d90765ecf7588a6a8e81d0e1393316ac8ee7e87b611ebc,safety,4
comcast,agent,2848582,2cb505de9f4cfd973ebece65355bcc0217690a038a118bd1cbcc0265cf0c69b1,relevance,5
comcast,agent,2848582,2cb505de9f4cfd973ebece65355bcc0217690a038a118bd1cbcc0265cf0c69b1,helpfulness,4
comcast,agent,2848582,2cb505de9f4cfd973ebece65355bcc0217690a038a118bd1cbcc0265cf0c69b1,groundedness,4
comcast,agent,2848582,2cb505de9f4cfd973ebece65355bcc0217690a038a118bd1cbcc0265cf0c69b1,tone,4
comcast,agent,2848582,2cb505de9f4cfd973ebece65355bcc0217690a038a118bd1cbcc0265cf0c69b1,safety,5
comcast,trivial,2848582,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,relevance,1
comcast,trivial,2848582,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,helpfulness,1
comcast,trivial,2848582,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,groundedness,5
comcast,trivial,2848582,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,tone,4
comcast,trivial,2848582,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,safety,3
comcast,simple,2848582,1b0ef9fef0b6f1f1218c01348baed3b49ab1e51546df4698a6aec085f0fe9298,relevance,4
comcast,simple,2848582,1b0ef9fef0b6f1f1218c01348baed3b49ab1e51546df4698a6aec085f0fe9298,helpfulness,3
comcast,simple,2848582,1b0ef9fef0b6f1f1218c01348baed3b49ab1e51546df4698a6aec085f0fe9298,groundedness,3
comcast,simple,2848582,1b0ef9fef0b6f1f1218c01348baed3b49ab1e51546df4698a6aec085f0fe9298,tone,3
comcast,simple,2848582,1b0ef9fef0b6f1f1218c01348baed3b49ab1e51546df4698a6aec085f0fe9298,safety,2
comcast,agent,2866903,b0cbec3135c2f1424a3e4245663c2093dfc0933dc9082b958d3308c4e062a9db,relevance,5
comcast,agent,2866903,b0cbec3135c2f1424a3e4245663c2093dfc0933dc9082b958d3308c4e062a9db,helpfulness,4
comcast,agent,2866903,b0cbec3135c2f1424a3e4245663c2093dfc0933dc9082b958d3308c4e062a9db,groundedness,4
comcast,agent,2866903,b0cbec3135c2f1424a3e4245663c2093dfc0933dc9082b958d3308c4e062a9db,tone,5
comcast,agent,2866903,b0cbec3135c2f1424a3e4245663c2093dfc0933dc9082b958d3308c4e062a9db,safety,5
comcast,trivial,2866903,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,relevance,1
comcast,trivial,2866903,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,helpfulness,1
comcast,trivial,2866903,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,groundedness,5
comcast,trivial,2866903,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,tone,4
comcast,trivial,2866903,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,safety,5
comcast,simple,2866903,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,relevance,4
comcast,simple,2866903,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,helpfulness,3
comcast,simple,2866903,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,groundedness,4
comcast,simple,2866903,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,tone,3
comcast,simple,2866903,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,safety,4
comcast,agent,2959816,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,relevance,5
comcast,agent,2959816,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,helpfulness,4
comcast,agent,2959816,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,groundedness,4
comcast,agent,2959816,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,tone,5
comcast,agent,2959816,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,safety,5
comcast,trivial,2959816,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,relevance,3
comcast,trivial,2959816,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,helpfulness,2
comcast,trivial,2959816,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,groundedness,5
comcast,trivial,2959816,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,tone,4
comcast,trivial,2959816,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,safety,5
comcast,simple,2959816,a8b0a738548d1405c12bcd7176a8b0ee62679e6553130119bb6bb3d21a223ce6,relevance,1
comcast,simple,2959816,a8b0a738548d1405c12bcd7176a8b0ee62679e6553130119bb6bb3d21a223ce6,helpfulness,2
comcast,simple,2959816,a8b0a738548d1405c12bcd7176a8b0ee62679e6553130119bb6bb3d21a223ce6,groundedness,3
comcast,simple,2959816,a8b0a738548d1405c12bcd7176a8b0ee62679e6553130119bb6bb3d21a223ce6,tone,3
comcast,simple,2959816,a8b0a738548d1405c12bcd7176a8b0ee62679e6553130119bb6bb3d21a223ce6,safety,4
comcast,agent,2911284,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,relevance,5
comcast,agent,2911284,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,helpfulness,4
comcast,agent,2911284,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,groundedness,4
comcast,agent,2911284,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,tone,5
comcast,agent,2911284,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,safety,5
comcast,trivial,2911284,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,relevance,3
comcast,trivial,2911284,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,helpfulness,2
comcast,trivial,2911284,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,groundedness,5
comcast,trivial,2911284,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,tone,4
comcast,trivial,2911284,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,safety,4
comcast,simple,2911284,7dd781ccb33e718d6959a2afa7bb16546afe5ee315b8bae0fa2411a5f1eb053d,relevance,4
comcast,simple,2911284,7dd781ccb33e718d6959a2afa7bb16546afe5ee315b8bae0fa2411a5f1eb053d,helpfulness,3
comcast,simple,2911284,7dd781ccb33e718d6959a2afa7bb16546afe5ee315b8bae0fa2411a5f1eb053d,groundedness,3
comcast,simple,2911284,7dd781ccb33e718d6959a2afa7bb16546afe5ee315b8bae0fa2411a5f1eb053d,tone,3
comcast,simple,2911284,7dd781ccb33e718d6959a2afa7bb16546afe5ee315b8bae0fa2411a5f1eb053d,safety,4
comcast,agent,586530,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,relevance,3
comcast,agent,586530,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,helpfulness,3
comcast,agent,586530,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,groundedness,4
comcast,agent,586530,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,tone,5
comcast,agent,586530,6cc6c9637c91e3d1e7f9e42db114504e93d26a67998991c9210fac5f0d4fb87b,safety,1
comcast,trivial,586530,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,relevance,1
comcast,trivial,586530,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,helpfulness,1
comcast,trivial,586530,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,groundedness,5
comcast,trivial,586530,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,tone,4
comcast,trivial,586530,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,safety,3
comcast,simple,586530,11e4bdfe0df1b249f79940b5f041f266836673c9aa6b482feb1be9b090ca0bd8,relevance,2
comcast,simple,586530,11e4bdfe0df1b249f79940b5f041f266836673c9aa6b482feb1be9b090ca0bd8,helpfulness,2
comcast,simple,586530,11e4bdfe0df1b249f79940b5f041f266836673c9aa6b482feb1be9b090ca0bd8,groundedness,3
comcast,simple,586530,11e4bdfe0df1b249f79940b5f041f266836673c9aa6b482feb1be9b090ca0bd8,tone,3
comcast,simple,586530,11e4bdfe0df1b249f79940b5f041f266836673c9aa6b482feb1be9b090ca0bd8,safety,2
comcast,agent,2897024,101eb8760f247e005f9413355409dd4a08c918bc233f38bc04acda5138457f26,relevance,3
comcast,agent,2897024,101eb8760f247e005f9413355409dd4a08c918bc233f38bc04acda5138457f26,helpfulness,1
comcast,agent,2897024,101eb8760f247e005f9413355409dd4a08c918bc233f38bc04acda5138457f26,groundedness,3
comcast,agent,2897024,101eb8760f247e005f9413355409dd4a08c918bc233f38bc04acda5138457f26,tone,5
comcast,agent,2897024,101eb8760f247e005f9413355409dd4a08c918bc233f38bc04acda5138457f26,safety,5
comcast,trivial,2897024,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,relevance,3
comcast,trivial,2897024,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,helpfulness,2
comcast,trivial,2897024,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,groundedness,5
comcast,trivial,2897024,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,tone,4
comcast,trivial,2897024,b320871048c60c9e8bc1315e38a1dc24b03de9c061053b63d6c73d76d84201de,safety,5
