company_id,conversation_id,message_id,text,intent,should_escalate,relevant_evidence_ids,notes
comcast,1271437,1271438,[USERNAME] Come on with this internet service. Trying to finish up work and internet continues going in and out #aTechFixedIt #Annoyed,internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2589939,2589943,[USERNAME] I'd like to move to your internet services as [USERNAME] just increased their prices. Do you have any offers to switch?,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2131635,2131638,"[USERNAME] Never mind, I have .[USERNAME] internet.",internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1225998,1225999,[USERNAME] Woke up and my internet isn't working. Used the app to send a signal to restart several times. Unplugged as well. Not working.,television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2301025,2301029,[USERNAME] [USERNAME] fuck off,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2312765,2312772,[USERNAME] Every Sunday.,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2260148,2260150,"so the day i️ buy the new call of duty, my internet and cable shit the bed. thanks [USERNAME]",television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1788730,1788732,[USERNAME] [USERNAME] [USERNAME] Would love to but [USERNAME] doesn't carry FS2!! Off to illegally stream.,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2294783,2294784,"I hope this tech visit from [USERNAME] means I can stop this 2 month long fight to get stable, reliable internet. Been ridiculous. 😑",internet_connection,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,264472,264473,[USERNAME] [USERNAME] is without a doubt the worst company on the planet. I am officially canceling all service with them. [USERNAME],account_access,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1598349,1598352,[USERNAME] [USERNAME] [USERNAME] [USERNAME] You can turn one off now,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,835512,835513,[USERNAME] service went out AGAIN & apparently it's a planned outage w/ NO notification! Sun night is ruined. How can I get my $ back for Oct?,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,808429,808430,.[USERNAME] I got self-install kit. Apt needs pro install. I didnt get to arrange promptly. PROPS to rep Nicole's flexibility. MODEL her!,technician_appointment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1285853,1285858,[USERNAME] Done!,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1687988,1687989,Was wondering what was going on this morning. https://t.co/LEqWlYkNvS,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1292342,1292344,[USERNAME] [USERNAME] can you help resolve my RDK-03003 problem?,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2046372,2046373,"[USERNAME] and to top it off, in-person support at stores have NO ability to make billing changes! so you have to deal with your awful phone support!",billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1273961,1273962,[USERNAME] #mobile_Care I have had sound interrupted all evening. Now I see u r doing maintenance. I'd appreciate a credit for this day.,account_access,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,3046,3052,[USERNAME] [USERNAME] https://t.co/kodKqGhPRJ,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,285480,285491,Bear chills out on garbage dump's couch after a long day https://t.co/XkUxIgEMEE https://t.co/cX7aSXVXsT,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1829206,1829207,Does anyone else think that [USERNAME] is up to something when they hit you with these charges...months AFTER you ENDED SERVICE..???,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2166224,2166225,So [USERNAME] how did y’all replace #ProjectRunway season 12 episode 14 with another season’s episode 14? Im pissed 😡,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2135358,2135359,[USERNAME] #mobile_Care. I need an internet connection ‘Scheduled maintenance ‘ implies ample to warn to make other arrangements. U suck,internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1588461,1588464,[USERNAME] tightened all the connectors,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1111040,1111041,[USERNAME] the picture qualify on [USERNAME] is awful. 🤦‍♂️,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,181966,181968,"Wait for the ""nvm it's just Comcast"" tweet. https://t.co/pGYfZiNyOr",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2275651,2275652,[USERNAME] DM’d you,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1825151,1825152,[USERNAME] wtf is wrong with tbs,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1962260,1962262,[USERNAME] can you help? I’ve called 4 times cancelling nba league pass yet charged $200 on bill yesterday. No one helping even today,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1647021,1647023,"[USERNAME] It’s raining hard and seems to affect Bravo, E, Food Metwork, etc",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2125448,2125450,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] BOGIE: ""I'd go to the CIRCUS"" BOGIE: ""Will SOMEONE please help out so I don't have to LISTEN to this anymore?"" BOGIE: ""I won't watch CASABLANCA without LETTERBOX. I CAN'T""",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1851209,1851210,[USERNAME] Why are you guys so eager to be able to charge customers more for a service that you don't even deliver and already charge so much?,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,711362,711365,[USERNAME] y'all are the worst I've had a temporary cable line running across my back yard for over a month! It'd be cool if y'all buried it,television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1032516,1032518,[USERNAME] Ok thank you. You to when you go to sleep lol,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2145049,2145050,"[USERNAME] total blackout all day!! I have work to be doing, wtf is going on???",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1463711,1463712,[USERNAME] #mobile_Care where can I send emails from your own staff promising a refund that never happened?,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1965488,1965489,"[USERNAME] #mobile_CareXI Cable was out after storm, came on last night but is out again. Connection status says good but zero service.",television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2302537,2302538,"[USERNAME] No, I don't mind",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1964761,1964762,"[USERNAME] #mobile_CareXI a week of weak internet. Called support, had onsite. They did not fix it. Mediocre ability to escalate.",internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1903452,1903459,[USERNAME] [USERNAME] [USERNAME] What did they say,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,966537,966538,[USERNAME] Old teeet. All good. Thx.,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2278594,2278595,[USERNAME] Fixed.,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1253450,1253451,"[USERNAME] if you’re not watching Sin Senos Si Hay Paraiso On Telemundo, you’re missing out. Gracias Comcast. https://t.co/1TSLIVAXHQ",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1974106,1974110,"[USERNAME] Y'all really don't care.. saw a few vans in my neighbors house, thought were coming to fix the issue,",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2293655,2293656,"[USERNAME] I doubt you can help with this. This is a DVR programming issue. I schedule a recording for a show I may be home to watch anyway. When I try to set the reminder, it says that reminder will conflict with a scheduled recording. I don't CARE! I just want a reminder set!",television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,296890,296896,A6. What about cable tv? #GuildChat https://t.co/seoCKXyMKM,television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1823406,1823407,Xfinity thought it would be a good idea to update my RedZone settings for my cable package on a Sunday,television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,287599,287600,[USERNAME] Maybe that is what I should have said to [USERNAME]!,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1715740,1715741,[USERNAME] I️ always have issues with Comcast..,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2083190,2083191,OMG [USERNAME] / [USERNAME] is THE WORST. I cancelled my service a month ago and they keep charging my card. They admit they were wrong and that I effectively cancelled but said I have to wait 10 weeks for a possible refund!!! 🖕 #thieves,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2082074,2082075,[USERNAME] One month after the storm and still no TV or Internet my wife has called multiple times we have received numerous job numbers.,television_service,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2159027,2159028,[USERNAME] so we’re watching the CMA’s and this happens...again #comcastsux #ifihadanotherchoiceidbegone https://t.co/aEX5LkoM3p,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1238454,1238455,[USERNAME] Information sent,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2549161,2549163,[USERNAME] zipcode 03842 service is down since morning . Any update ?,internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2423069,2423070,"When you work in IT and [USERNAME] goes down for the whole central coast 🙃🙃🙃🙃 Soooo many tech tickets.... It's not me, I can't fix your issue!",technician_appointment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1779718,1779719,[USERNAME] help! Our internet & phone lines are down. Need to get back up & running asap!! Help!,internet_connection,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1023973,1023974,[USERNAME] When will service be restored,internet_connection,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1590183,1590185,"[USERNAME] I don’t think I can DM you unless you’re following me, is that wrong?",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2252472,2252473,[USERNAME] Thanks,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1366611,1366613,"[USERNAME] #mobile_CareXI the call back feature on the app will call me but when it rings & I say hello, it hangs up...having cable prblm",television_service,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1377877,1377878,"[USERNAME] [USERNAME] For the first time this week, it's not just our house! https://t.co/XYfpAubKqf",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1193159,1193163,[USERNAME] Just wanted to see the #worldseries,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1963047,1963050,[USERNAME] I need help figuring out setting up my internet. I don’t think I was shipped everything #mobile_Care,internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1198790,1198791,[USERNAME] Ok,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,942876,942879,[USERNAME] [USERNAME] Of course I do. I have to watch them even if they're bad. They're my team,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1592341,1592343,"[USERNAME], we've had a terrible time streaming college football games this season. Video keeps stuttering and is unwatchable.",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1790575,1790576,.[USERNAME] I AM NOT KIDDING. YOU TRANSFERRED ME TO NOWHERE. WHY? I DO NOT WANT YOUR MOBILE SERVICE. WHY ARE YOU BILLING ME???????????,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1350772,1350774,"[USERNAME] [USERNAME] Oh, we probably won't anymore..that's the answer",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,691516,691517,#ATT whatcha got for me? #Comcast #Xfinity would rather get new customers than keep loyal ones.,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1333181,1333182,[USERNAME] Nope my order went through the second time. The date was what I saw on the site this morning but my confirmation email says 11/3,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2301813,2301814,[USERNAME] Thank you Xfinity for taking my business seriously.. NOT! This is at my home with 50/50Mbps Xfinity Internet plan. Time to go back to DSL... :-( https://t.co/DvJbemLonN,internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1787111,745405,[USERNAME] [USERNAME] The top part of the chart https://t.co/YEpiZCZbZ4,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1454753,1454756,"[USERNAME] 229 S Main Street , sharon ma [PHONE]",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1298657,1298658,Thank you [USERNAME] [USERNAME] for cutting my [USERNAME] fiber optic line again! No service for 2 days this time. #millstonelanding #howaboutmybill,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2014248,2014249,Can’t believe [USERNAME] charged me a technician fee despite the technician not resolving my WiFi issue.,technician_appointment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1928135,1928136,I am moving and need WIFI set up on Saturday or Sunday - this weekend. Who can do it - I'll go with you. [USERNAME] [USERNAME],internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1585601,1585603,"Having huge problems with my internet, thanks [USERNAME] I have nothing to do today you fucking suck.",internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2170722,2170723,[USERNAME] It always seems to disconnect during a game! I just wasted like a half hour or so!,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1354931,1354932,#Comcast I've had to call twice today on lousy cable signal. Will I get credit for today automatically or do I have to call AGAIN?,television_service,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2077016,819440,[USERNAME] Look up the Bieritz account. My 83 year old parents who have been without service 7 weeks. The bill arrived though. Unacceptable.,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2455470,2455471,"TFW [USERNAME] tells you there's no local outage & needs to send a technician, but the network miraculously comes back on without the need for a technician to visit. It's almost as if network facts no longer matter",technician_appointment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1502304,1502305,[USERNAME] No internet on Denver. What’s up?,internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,686923,686924,is it just me or are you unable to stream [USERNAME] if you have [USERNAME]? https://t.co/s2t6j90fo5,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,751877,751879,[USERNAME] Belmont CA Comcast office helped out (Thanks) - calling and online was useless - especially call center,internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1177926,1177932,[USERNAME] Operator promised me around $220 AFTER taxes with my current package. Reply to me only if you can honnor it.,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1801102,1801103,[USERNAME] my modem has stopped working. I have reset it three times and all cables are connected. Fix it.,internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1115997,1115998,"Well [USERNAME] I guess 66.96Mb/s is better than nothing, still not worth $90/mnth when I expect 150Mb/s",billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2310799,2310802,[USERNAME] Just so you know it’s not just a one-off thing. https://t.co/YW6XrBRkyA,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1800456,1800457,Reset the cable box 3 times. On Demand and HBO is not working. WTF [USERNAME],television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2309477,2309478,Guess what? [USERNAME] is out again.,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,362759,362761,Inching closer to cancelling Comcast every time I change the channel,television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2000624,2000626,[USERNAME] #mobile_Care I got payment confirmed but you guys never took money out of my bank acct and charged me again for same price,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2479632,2479636,Wish Comcast would fix their fuckin website so I can overpay before my bill is overdue,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,369367,369368,[USERNAME] #mobile_Care My internet has been down since the morning.,internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1914059,1914060,[USERNAME] [USERNAME] Online light is flashing constantly,internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,710916,710918,"Furious [USERNAME] ! Had to pay to move. Wanted new v-remote. Gave us 2 new boxes, now the voice AND apps don't work!",billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1039626,1039627,[USERNAME] A supervisor called me back. Everything has been satisfactorily resolved. Thx!,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2094690,2094691,[USERNAME] going 2 the store tomorrow and cancelling my cable. Tired of jacked up rates month over month. AT&T offered a killer deal that ur phone agents couldn't match,television_service,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,364183,364184,[USERNAME] do you guys really feel satisfied with driving up my monthly charge once again. I pay $200/month and that's not enough?,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1037953,7131,[USERNAME] But no one to help rural low income americans,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2139989,2139992,"[USERNAME] ALSO, it’s not on demand. Do I have to spend 6 hours on the phone to find out #Comcast was hacked AGAIN",television_service,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1681163,1681168,[USERNAME] [USERNAME] What are you missing? Not much in this game.,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1150092,1150098,[USERNAME] Think about how absurdly constant the issues have to be for it to get to that point. This is not a one-time thing.,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2305031,2305032,[USERNAME] #mobile_CareXI,account_access,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2351009,2351010,[USERNAME] #mobile_Care how do i send back the tv box and WiFi router?,television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,830897,830898,[USERNAME] [USERNAME] it’s been happening since last year. Please fix. My lightning might go all the way. We don’t want this issue https://t.co/Cebb9jNwv2,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2048031,2048032,"[USERNAME] Hi, I've restarted my router a butt load of times and no dice. App says it's connected but it's not visible on my devices.",internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2095711,2095712,[USERNAME] Overbite my xfinity public access went away and was forced to download an app. Now I have NO ACCESS. WHAT HAPPENED???,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1605215,1605216,[USERNAME] There’s a “signal problem” that’s just at my house. Great. Comcast sucks,television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2131718,2131719,"[USERNAME] Why did DVR recordings from June reappear? I deleted them months ago? When I go to play the episode, there is an error.",television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2251507,2251513,[USERNAME] Hi Kyle. We did a realignment of channels in your area overnight. You should be able to find it among the sports channels in the 1200s. -Dan,television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,913902,913905,[USERNAME] Nevermind the WiFi came back,internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2040347,2040348,"[USERNAME] installer comes to our home, drills holes breaking shutters and leaving gaps. No call back no nothing.",technician_appointment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1851610,1851613,[USERNAME] how do I get an extension for my bill?,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1173707,2050782,[USERNAME] Y’all will still give me my credit when I cancel. Y’all suck your customers dry. And have no compassion for those who went through hell 5/5,account_access,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2288158,2288159,[USERNAME] connection for the Sixers game is terrible. What do I have to do to get this fixed?,internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1198719,1198720,[USERNAME] I don't really need anything from you now. I just need Comcast to improve customer interaction in general.,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,403728,403729,This is happening way too often [USERNAME] [USERNAME] https://t.co/xzuPZA013t,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,197506,197508,[USERNAME]....WTF??? My on Demand has been down for 3hrs...also has been down multiple times for the last 2 wks....You call this SERVICE?,television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,62551,62552,[USERNAME] #mobile_Care Netflix freezing at the menu screen and restarted device twice,account_access,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1768373,1768374,[USERNAME] Sent. Internet has been out for hours now.,internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2288962,2288963,[USERNAME] [USERNAME] What's up with the Supernatural S13Ep4 on demand? I get 10 min of CW commercials & no show. Tried 5x. #SPNFamily,television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1052075,1052076,[USERNAME] Was billed for service fee after phone rep said they would wave it. 13 mo til contract ends. Miss my ATT,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,831914,831918,[USERNAME] [USERNAME] blew it again here in Nashville area. Totally missing the last innning.,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1378898,1378903,[USERNAME] [USERNAME] So they had to send someone out to fix it?,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2252576,2252577,[USERNAME] #mobile_Care my internet doesn’t connect it started today? I know it’s not my modem,internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,961547,961548,"Comcast is literally the worst... kept it for Internet, but it NEVER works #comcastdoesntcare #comcastsucks",internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1795765,1795766,Ayo [USERNAME] for $289 I’m not understanding nor appreciating this outage. I got shit to do! 😕😕😕😕😕😕,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,886554,886556,[USERNAME] Thank you,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1644826,1644828,Very disappointed in Xbox ( for laggy games) and #comcast ( internet very slow for the past few weeks),internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1105835,1105840,"[USERNAME] Thanks, I just sent you via DM. I haven't heard any follow-up and my connection speed is still all over the map, including drop-outs.",internet_connection,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,921529,921531,[USERNAME] #mobile_Care. Worst service/customer service I have ever received.Same issue with pixelating for almost a year still!,account_access,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1901887,1901888,"[USERNAME] SOMEBODY OF AT COMCAST CARES, ASK ME TO SEND THEM A DM, WHICH I DID! NO ONE GOT BACK TO ME!!",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1006464,1006465,[USERNAME] Nice speed throttle https://t.co/O5XJERoGA9,internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1575774,1575775,"Hey [USERNAME] and [USERNAME] , Armando (sp?) who came and serviced my home in college park, MD yesterday (11/3) was awesome, give him 💰💰",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2002185,2002186,[USERNAME]: #mobile_Care Your internet sucks ass,internet_connection,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2381881,2381915,[USERNAME] I don’t have much faith that he or anyone else will honor what I was told I spent HOURS on the phone the day the service was installed and the day after I am now doing it on a public forum so all can see the way Comcast works,technician_appointment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2286298,2286305,"[USERNAME] Well, as I said, I'm not giving my personal info over Twitter. I'd think you could look me up by my name in your system and contact me that way.",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1927754,1927756,3rd time in 2 months I have to call [USERNAME] [USERNAME] on their crap service. #throttling #YouCallThisExtreme150 !?️Time to switch providers. https://t.co/0pqs4uUPkO,account_access,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1187906,1187907,[USERNAME] why is NBATV blacked out in PA,television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1906,1911,"[USERNAME] My house was destroyed by Hurricane Irma, I've called you THREE times to place temporary hold, and you STILL send me a bill",billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1636792,1636793,[USERNAME] your stream tv app crashes on the iphone X,television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,885380,885383,The #xfinity app will only play 3:22 of the [USERNAME] episode I recorded. How? Why? #justwanttowatch,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2280104,2280112,"Happy Spirit Finger Day....oh wait, that's not it is it? 😂😂😂#SpiritDay https://t.co/xsGsKiLLae",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
