company_id,conversation_id,message_id,text,intent,should_escalate,relevant_evidence_ids,notes
comcast,2911241,2911242,[USERNAME] the internet is slowing down and eventually shutting down EVERY night. What could the problem be? It's been going on for weeks. Techs won't come out that late.,internet_connection,false,"[""comcast:678866""]",closest approved intent; escalate if account/current-state/action is needed
comcast,67973,67974,[USERNAME] #mobile_Care no internet all day yet I’m still expected to pay for service...,internet_connection,true,"[""comcast:903920"", ""comcast:1903062""]",closest approved intent; escalate if account/current-state/action is needed
comcast,2969801,2969804,[USERNAME] The xfinity stream app isn’t giving me a record option. I swear I recorded something from my phone last week. Am I missing something?,television_service,true,"[""comcast:1247461"", ""comcast:1174222""]",closest approved intent; escalate if account/current-state/action is needed
comcast,589034,589035,Why I’m m canceling #xfinity: Expensive internet should not be more than 35$ a month; surf endless blocked channels to watch the few my package has; and I cannot chose channels a la cart. I am paying [USERNAME] lot of $$$ to waste time watching things I don’t need or want.,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2962219,2962222,[USERNAME] Then my internet glitches.. I'm pretty sure I've had one channel for months but I be too busy to call and cuss y'all tf out. Then y'all set appointments for your whack ass service technicians to put a note on the door you weren't home.. we watched you not knock tho 😂😂,technician_appointment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2633337,2633338,[USERNAME] what’s going on with your Filipino channel?!,television_service,false,"[""comcast:1399850"", ""comcast:1175033""]",closest approved intent; escalate if account/current-state/action is needed
comcast,494443,494444,thanks for trying to scam me again & helping me cut the cord NEVER AGAIN [USERNAME] #boycottcomcast #boycottxfinity,account_access,true,"[""comcast:360401""]",closest approved intent; escalate if account/current-state/action is needed
comcast,2633325,2633326,[USERNAME] 2nd no show service appointment in last two days. Unresolved issues since last Wednesday. How can you just not show up? Thirty year customer but no longer.,technician_appointment,true,"[""comcast:1284170"", ""comcast:2204755""]",closest approved intent; escalate if account/current-state/action is needed
comcast,2846820,2846822,When your internet says it's connected but it just doesn't work and it's probably the fifth time in 3 weeks. Is there something I should know about or? [USERNAME],internet_connection,false,"[""comcast:1823224"", ""comcast:823402""]",closest approved intent; escalate if account/current-state/action is needed
comcast,491071,491076,"[USERNAME] Trying to set recording on my DVR from my phone app and my PC but all I get is ""WATCH"" not the record option. ??",television_service,true,"[""comcast:1839582""]",closest approved intent; escalate if account/current-state/action is needed
comcast,1426620,1426632,[USERNAME] Instead I’m treated like a mouth-breathing moron who isn’t as smart as the almighty customer service rep.,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,514416,514417,Finally getting why everyone hates [USERNAME] . Workers no-showed me (for the second time) and now being told you don't even have a permit to start. Why did you say you'd come to work? Why did you ask me to stay home to help test?,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,544792,544794,[USERNAME] Hi comcast is there an outage in my area of Jacksonville? My internet hasnt worked for almost a day,internet_connection,true,"[""comcast:2072601"", ""comcast:2204860""]",closest approved intent; escalate if account/current-state/action is needed
comcast,2934127,2934128,Seriously [USERNAME]......every 5 minutes my tv cuts off. You will be getting an earful from me tomorrow. 😡😡,television_service,false,"[""comcast:1971391"", ""comcast:1851559""]",closest approved intent; escalate if account/current-state/action is needed
comcast,102382,67988,[USERNAME] [USERNAME] [USERNAME] [USERNAME] Your receiver probably is due for an upgrade.,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2961016,2961017,.[USERNAME] I have been noticing significant packet loss over the past few days. Modem and router have been restarted multiple times to no avail. Please advise as this has been an ongoing problem for weeks and impacts my ability to work.,internet_connection,false,"[""comcast:1791893"", ""comcast:2094673""]",closest approved intent; escalate if account/current-state/action is needed
comcast,2912787,2912788,"Hi [USERNAME], why can't I see my data usage when I login? It says ""The usage meter is not available for your account at this time.""",account_access,true,"[""comcast:2039949"", ""comcast:2037972""]",closest approved intent; escalate if account/current-state/action is needed
comcast,543354,543355,"[USERNAME] is it true that when we have an internet outage (like now in CT) that we are unable to use our x1 box to watch tv? I can't change channels and just get a message that ""we're having trouble connecting to the x1 platform""",television_service,true,"[""comcast:1480501"", ""comcast:965934""]",closest approved intent; escalate if account/current-state/action is needed
comcast,2956576,2956577,[USERNAME] #mobile_Care my service went out at 1030 today. Told an outage in the area now call back and told no outage and Service will cost $60. Very upset.,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2865779,2865780,"Update: [USERNAME] still hasn't fixed cable/internet, was told a supervisor would call me back later tonight, I love getting a chance to talk about supply inelasticity and a decrease in consumer demand #comtrash",television_service,true,"[""comcast:1077718""]",closest approved intent; escalate if account/current-state/action is needed
comcast,2816907,2816908,[USERNAME] Ball's in your court ......,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,104502,104506,[USERNAME] just wondering why an emergency signal test runs then stays on so I have to reset my show on the xfinity tv pc app. When I hit resume it starts from the beginning instead of where i was at? Kind of seems pointless to have resume if it doesn’t work,television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2846815,2846816,"[USERNAME] is down at our house for a predicted time of 4 hours. It's Monday and husband works from home. Bad start to the week. To top it off, it's Cyber Monday!",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2666378,2666379,[USERNAME] Or you could just send a link to the solution: https://t.co/ncHRTMhv3T,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2815210,2815211,Wi-Fi won’t work or SLOW.Turn Wi-Fi off; noprob w celldata. [USERNAME] [USERNAME] [USERNAME] Checkd speed; lower than shouldbe but grandfathrd plan don’t offer now; ‘must’ upgrade more expensive plan. Asked 4 speed paying 4. Nope. Wi-Fi then worked great 2 weeks. Time 4 MetroNet?,billing_payment,true,"[""comcast:2125512"", ""comcast:1704903""]",closest approved intent; escalate if account/current-state/action is needed
comcast,515610,515611,[USERNAME] #mobile_Care Outage in west Nashville since 730am No staus updates no news what's going on?,internet_connection,true,"[""comcast:1016660"", ""comcast:1240723""]",closest approved intent; escalate if account/current-state/action is needed
comcast,2929924,2929925,"[USERNAME] Why the switch from port-forwarding in the admin panel to this new ""My xFi""? Literally having nothing but problems with it whereas the admin panel never gave me this much trouble. Have you ever heard of the phrase ""If it isn't broken, don't fix it""?",account_access,true,"[""comcast:1056869""]",closest approved intent; escalate if account/current-state/action is needed
comcast,2881077,2881078,[USERNAME] when will I receive the fucking service I pay for?? Internet is always down or if not the cable or both... shit is rediculous,internet_connection,true,"[""comcast:59762""]",closest approved intent; escalate if account/current-state/action is needed
comcast,602911,602912,"PSA: Never ever ever ever ever EVER switch to [USERNAME] [USERNAME]. I never thought I would be so angry at a company that I would actually cry, but Comcast changed that today.",account_access,true,"[""comcast:346407""]",closest approved intent; escalate if account/current-state/action is needed
comcast,455798,455799,[USERNAME] [USERNAME] This is not expectable for what we’re paying. And now you want to giff us with sneaking with the FCC? https://t.co/uiJ1hppOI5,billing_payment,true,"[""comcast:2650342"", ""comcast:1414093""]",closest approved intent; escalate if account/current-state/action is needed
comcast,1491207,1491208,Freaking #comcast is still at my house at 9pm! Would have been nice if you had been #ontime,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2961044,2961045,Internet went out just as I got a $50 donation on stream.... thanks for costing me money [USERNAME],internet_connection,true,"[""comcast:2166185""]",closest approved intent; escalate if account/current-state/action is needed
comcast,492733,492734,[USERNAME] over here getting an early start on that throttling,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,593003,593004,Officially done with [USERNAME] [USERNAME]. After dealing with 5 diff ppl & 5 diff answers I’m still getting screwed after years of loyalty.,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,550184,550185,[USERNAME] Suffering some sort of outage here...?,internet_connection,true,"[""comcast:432542"", ""comcast:725018""]",closest approved intent; escalate if account/current-state/action is needed
comcast,2928279,2928280,[USERNAME] [USERNAME] [USERNAME] [USERNAME] someone please explain to me why the Cleveland Cavaliers game is blacked out for me when I live in PITTSBURGH!!!! Comcast I think this is your fault. Help. https://t.co/ziAsachZAH,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,106701,106703,[USERNAME] Having an outage?,internet_connection,true,"[""comcast:2184355"", ""comcast:2683685""]",closest approved intent; escalate if account/current-state/action is needed
comcast,2700214,2700216,Please contact me through my email Comcast address. https://t.co/FapeerMkGZ,account_access,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1912555,1912556,how does [USERNAME] manage to screw up my bill every month. it’s wild.,billing_payment,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2850202,2850203,[USERNAME] my cable box started smoking and sparking randomly this morning. Y’all got some new special Fx going on?,television_service,false,"[""comcast:1987045"", ""comcast:1487226""]",closest approved intent; escalate if account/current-state/action is needed
comcast,2666374,2666375,[USERNAME] I meant re sent.,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,547401,547402,[USERNAME] [USERNAME] [USERNAME] working on that now! thanks,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,466991,466992,[USERNAME] #mobile_Care. The NHL channels (see 459) are jittery,television_service,false,"[""comcast:2211670""]",closest approved intent; escalate if account/current-state/action is needed
comcast,471814,471815,[USERNAME] several episodes of The Flash were not put On Demand. Any idea why?,television_service,false,"[""comcast:1195280"", ""comcast:1062889""]",closest approved intent; escalate if account/current-state/action is needed
comcast,568158,568161,[USERNAME] [USERNAME] I love it when my internet drops EVERY FUCKING morning at 2 am while i'm streaming,internet_connection,false,"[""comcast:1964035"", ""comcast:2236046""]",closest approved intent; escalate if account/current-state/action is needed
comcast,1795363,1795366,[USERNAME] [USERNAME] I would love to have your service as well I was told today from hughes net that I should find service else where,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,538208,538209,[USERNAME] I figured it out but thank you for responding! That's great!,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2859295,2859296,[USERNAME] My service is currently down and my rates have increased over 10% in the last couple months. I'd like a credit on my next bill.,billing_payment,true,"[""comcast:1481263"", ""comcast:1959171""]",closest approved intent; escalate if account/current-state/action is needed
comcast,502889,502902,So...I’ve literally been on the phone with [USERNAME] ALL DAY! Since 10am. It’s 2:28pm right now.,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,1698656,1698663,"[USERNAME] I was told verbally it was escalated and was refused an email confirming. Never been to IA, your systems should of alerted like CCards do.",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,563675,563676,"[USERNAME] my internet service was running slow and then died completely today and now my modem won't connect at all, i tried unplugging it for 5 minutes and plugging it back in, no luck.",internet_connection,false,"[""comcast:1972093"", ""comcast:1298148""]",closest approved intent; escalate if account/current-state/action is needed
comcast,2958196,2958200,[USERNAME] Thank you but not everything is available on demand. Is the feature available on laptop/computer?,television_service,false,"[""comcast:1176586"", ""comcast:2226251""]",closest approved intent; escalate if account/current-state/action is needed
comcast,2911351,2911352,[USERNAME] Thanks for the good help [USERNAME] https://t.co/AikD2KrUvG,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,533709,533710,Why does my internet keep going out bro fucking comcast man. No way maintenence would make me go offline more than one time.,internet_connection,false,"[""comcast:1308756"", ""comcast:1566261""]",closest approved intent; escalate if account/current-state/action is needed
comcast,2870337,2870338,[USERNAME] company name should be #Suckfinity #customerserviceisnonexistant,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,502873,502886,NO SERVICE IS BAD SERVICE [USERNAME] [USERNAME] [USERNAME],general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2839517,2839518,[USERNAME] cable is out.......again...🤨,television_service,false,"[""comcast:1487226"", ""comcast:2463207""]",closest approved intent; escalate if account/current-state/action is needed
comcast,2970946,2970947,Glad I pay [USERNAME] extra each month for the [USERNAME] so I can see a documentary and watch a repeating loop of elevator music on the 2 alternate channels.,television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2870353,2870354,Just wanna send out a shout to [USERNAME] for promising to call tonight to set up a service call and for not calling! You guys rock!! Your India call service blows too! Tells me it’s something I did to modem. Tv works but no internet & it’s my fault! FU! #verizon 4 new service!,television_service,false,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2951860,2951861,[USERNAME] hello - i got hit with a double bill despite cancelling my service and returning my equipment - can someone pls advise?,billing_payment,true,"[""comcast:1992173""]",closest approved intent; escalate if account/current-state/action is needed
comcast,569755,569756,"god dammit comcast, literally a tech came yesterday and my internet went to shit again today",internet_connection,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2868080,2868081,[USERNAME] [USERNAME] This was the best option. Why would you take this option off. Is there anyway to get it back and what reason was it removed 🙁,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2968659,452925,"[USERNAME] We definitely allow for dual-streaming, so that would be cool too. Have a good one 👍",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,563646,563647,This is the stuff I have been dealing with constantly for over a month. Who do I blame. [USERNAME] [USERNAME] [USERNAME] #twitchhelp https://t.co/zP03RF4Nr4,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2844862,2844863,[USERNAME] One day.....just one day I'd like to go without my internet dropping or my tv cable box freezing up. #1stworldproblems,television_service,true,"[""comcast:1025110"", ""comcast:1944160""]",closest approved intent; escalate if account/current-state/action is needed
comcast,2819595,2819596,[USERNAME] #mobile_CareXI Avondale/Logan Square area in Chicago having an outage for internet,internet_connection,true,"[""comcast:2683685"", ""comcast:1766986""]",closest approved intent; escalate if account/current-state/action is needed
comcast,2879314,2879315,[USERNAME] hey there. Please fix internet. DM me,internet_connection,false,"[""comcast:1086706"", ""comcast:2243729""]",closest approved intent; escalate if account/current-state/action is needed
comcast,587631,587632,[USERNAME] Ok,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2874599,2874600,[USERNAME] [USERNAME] That is terrible. A heads up would have been nice as I used that feature a lot.,general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2846788,2846792,"[USERNAME] Can you share when maintenance will be complete in downtown Nashville, per the alert posted in our accounts?",account_access,true,[],closest approved intent; escalate if account/current-state/action is needed
comcast,2911243,2911244,Why do y’all keep cutting my WiFi off during the day!??? Do maintenance at 3 am or something! WTF [USERNAME] [USERNAME] [USERNAME] [USERNAME],internet_connection,false,"[""comcast:1587654"", ""comcast:1257517""]",closest approved intent; escalate if account/current-state/action is needed
comcast,564656,564659,"Ok I called in the order for #UFC218 , the agent assured me it would work this time... This is your last chance [USERNAME] [USERNAME]",general_support,true,[],closest approved intent; escalate if account/current-state/action is needed
